observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode
2021-11-01 00:00:00,5.2,5.2,3.8,5.3,141,0.0,1015.1,91,0.0,clear
2021-11-01 01:00:00,4.9,2.0,3.6,4.3,138,0.0,1014.9,92,0.0,clear
2021-11-01 02:00:00,4.7,1.3,4.3,5.2,141,0.0,1014.3,93,0.0,clear
2021-11-01 03:00:00,4.8,1.0,5.2,6.8,150,0.0,1014.0,92,0.0,clear
2021-11-01 04:00:00,4.5,0.1,6.3,8.2,148,0.0,1013.6,92,0.0,clear
2021-11-01 05:00:00,3.9,0.0,5.0,6.4,148,0.0,1013.2,93,0.0,mist
2021-11-01 06:00:00,3.6,0.1,4.0,5.6,141,13.0,1013.0,94,0.0,mist
2021-11-01 07:00:00,4.4,-0.4,7.5,9.8,146,13.0,1012.7,92,0.0,mist
2021-11-01 08:00:00,5.4,5.4,7.1,9.9,151,63.0,1012.4,88,0.0,cloudy-with-sunny-intervals
2021-11-01 09:00:00,6.9,6.9,7.0,9.3,155,0.0,1012.1,84,0.0,clear
2021-11-01 10:00:00,8.3,8.3,6.2,8.3,155,0.0,1011.6,78,0.0,clear
2021-11-01 11:00:00,9.6,9.6,5.7,7.3,148,0.0,1011.3,72,0.0,clear
2021-11-01 12:00:00,10.5,10.5,6.5,8.8,155,0.0,1010.8,65,0.0,clear
2021-11-01 13:00:00,10.7,10.7,6.5,8.7,148,0.0,1010.4,65,0.0,clear
2021-11-01 14:00:00,10.4,10.4,6.6,8.6,150,0.0,1010.2,64,0.0,clear
2021-11-01 15:00:00,8.6,8.6,6.3,7.7,144,0.0,1010.1,73,0.0,clear
2021-11-01 16:00:00,8.3,8.3,6.4,8.8,150,0.0,1010.2,73,0.0,clear
2021-11-01 17:00:00,8.5,8.5,6.4,8.6,160,0.0,1010.6,74,0.0,clear
2021-11-01 18:00:00,8.2,8.2,7.0,9.5,157,0.0,1010.6,75,0.0,clear
2021-11-01 19:00:00,7.2,7.2,5.3,7.5,151,0.0,1011.0,79,0.0,clear
2021-11-01 20:00:00,6.2,6.2,4.4,5.6,145,0.0,1011.1,84,0.0,clear
2021-11-01 21:00:00,6.0,6.0,4.9,6.2,147,0.0,1011.2,85,0.0,clear
