observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode
2020-08-01 00:00:00,13.4,13.4,2.5,4.0,339,0.0,1013.7,92,0.0,clear
2020-08-01 01:00:00,12.9,12.9,2.1,3.2,336,0.0,1013.9,93,0.0,clear
2020-08-01 02:00:00,12.4,12.4,2.6,4.0,333,0.0,1014.1,95,0.0,clear
2020-08-01 03:00:00,12.2,12.2,1.8,3.0,324,13.0,1014.3,95,0.0,partly-cloudy
2020-08-01 04:00:00,13.2,13.2,3.0,4.9,347,88.0,1014.6,95,0.0,cloudy
2020-08-01 05:00:00,14.2,14.2,3.4,5.5,356,100.0,1014.5,93,0.0,cloudy
2020-08-01 06:00:00,15.3,15.3,1.5,3.7,356,88.0,1014.7,92,0.0,cloudy
2020-08-01 07:00:00,15.8,15.8,3.4,5.4,315,100.0,1014.8,89,0.0,cloudy
2020-08-01 08:00:00,15.0,15.0,3.1,5.1,337,88.0,1015.3,91,0.0,cloudy
2020-08-01 09:00:00,15.4,15.4,4.2,6.4,340,100.0,1015.5,89,0.0,cloudy
2020-08-01 10:00:00,17.4,17.4,3.3,5.2,331,88.0,1015.4,80,0.0,cloudy
2020-08-01 11:00:00,19.9,19.9,3.3,5.5,311,38.0,1015.1,68,0.0,variable-cloudiness
2020-08-01 12:00:00,18.0,18.0,6.0,11.4,341,75.0,1015.1,78,7.1,heavy-rain
2020-08-01 13:00:00,19.2,19.2,2.7,4.0,326,0.0,1014.6,81,1.0,rain-showers
2020-08-01 14:00:00,20.7,20.7,3.6,5.9,328,13.0,1014.2,70,0.0,partly-cloudy
2020-08-01 15:00:00,21.6,21.6,3.7,6.6,355,0.0,1013.9,62,0.0,clear
2020-08-01 16:00:00,21.9,21.9,3.1,5.3,26,50.0,1013.9,50,0.0,variable-cloudiness
2020-08-01 17:00:00,20.9,20.9,3.0,4.7,24,0.0,1014.1,49,0.0,clear
2020-08-01 18:00:00,18.8,18.8,1.3,2.8,2,0.0,1014.4,59,0.0,clear
2020-08-01 19:00:00,16.2,16.2,0.9,2.9,356,0.0,1014.8,66,0.0,clear
2020-08-01 20:00:00,15.1,15.1,2.0,4.0,341,0.0,1015.2,68,0.0,clear
2020-08-01 21:00:00,14.3,14.3,2.4,3.7,345,0.0,1015.5,71,0.0,clear
2020-08-01 22:00:00,13.6,13.6,2.4,4.3,343,0.0,1015.6,76,0.0,clear
2020-08-01 23:00:00,13.0,13.0,2.3,4.0,10,0.0,1015.3,81,0.0,clear
2020-08-02 00:00:00,12.1,12.1,1.7,3.4,6,0.0,1015.2,86,0.0,clear
2020-08-02 01:00:00,10.9,10.9,0.3,1.8,355,0.0,1015.1,90,0.0,clear
2020-08-02 02:00:00,9.8,9.8,0.1,1.6,339,0.0,1015.0,92,0.0,clear
2020-08-02 03:00:00,9.2,9.2,0.1,1.6,327,0.0,1015.1,94,0.0,clear
2020-08-02 04:00:00,11.0,11.0,0.4,2.0,346,0.0,1015.0,95,0.0,clear
2020-08-02 05:00:00,13.3,13.3,0.0,1.5,11,0.0,1015.2,85,0.0,clear
2020-08-02 06:00:00,15.6,15.6,0.0,1.6,233,0.0,1015.5,79,0.0,clear
2020-08-02 07:00:00,16.9,16.9,0.4,2.7,7,0.0,1015.4,74,0.0,clear
2020-08-02 08:00:00,18.6,18.6,0.7,3.4,36,0.0,1015.3,68,0.0,clear
2020-08-02 09:00:00,20.0,20.0,1.0,3.2,73,0.0,1015.1,59,0.0,clear
2020-08-02 10:00:00,20.8,20.8,0.6,2.5,38,0.0,1014.6,54,0.0,clear
2020-08-02 11:00:00,22.1,22.1,1.2,3.5,290,13.0,1014.5,48,0.0,partly-cloudy
2020-08-02 12:00:00,22.9,22.9,0.6,2.5,84,0.0,1014.0,49,0.0,clear
2020-08-02 13:00:00,23.6,23.2,1.2,3.4,257,0.0,1013.7,45,0.0,clear
2020-08-02 14:00:00,23.8,23.4,1.4,3.9,286,0.0,1013.2,43,0.0,clear
2020-08-02 15:00:00,23.1,22.7,2.8,3.8,252,0.0,1012.9,47,0.0,clear
2020-08-02 16:00:00,23.6,23.2,1.0,2.5,275,0.0,1012.6,47,0.0,clear
2020-08-02 17:00:00,23.4,23.0,0.0,1.6,280,0.0,1012.5,47,0.0,clear
2020-08-02 18:00:00,21.0,21.0,0.0,0.0,228,0.0,1012.6,64,0.0,clear
2020-08-02 19:00:00,16.8,16.8,0.0,1.4,211,0.0,1012.8,75,0.0,clear
2020-08-02 20:00:00,14.8,14.8,0.0,1.4,192,0.0,1012.8,83,0.0,clear
2020-08-02 21:00:00,14.0,14.0,0.0,0.0,213,63.0,1012.7,85,0.0,cloudy-with-sunny-intervals
2020-08-02 22:00:00,13.1,13.1,0.5,1.7,180,0.0,1012.6,86,0.0,clear
2020-08-02 23:00:00,13.1,13.1,0.4,2.1,165,38.0,1012.4,91,0.0,variable-cloudiness
2020-08-03 00:00:00,12.1,12.1,0.0,1.0,150,0.0,1012.5,92,0.0,clear
2020-08-03 01:00:00,12.1,12.1,0.0,0.0,177,50.0,1012.2,94,0.0,variable-cloudiness
2020-08-03 02:00:00,11.1,11.1,1.3,2.0,152,0.0,1011.8,94,0.0,clear
2020-08-03 03:00:00,10.8,10.8,0.2,1.8,132,0.0,1011.6,95,0.0,clear
2020-08-03 04:00:00,12.9,12.9,0.1,1.5,134,25.0,1011.7,92,0.0,partly-cloudy
2020-08-03 05:00:00,15.6,15.6,1.3,2.8,183,88.0,1011.5,84,0.0,cloudy
2020-08-03 06:00:00,18.8,18.8,1.7,2.9,189,88.0,1011.2,68,0.0,cloudy
2020-08-03 07:00:00,21.3,21.3,2.4,3.3,185,75.0,1011.0,56,0.0,cloudy-with-sunny-intervals
2020-08-03 08:00:00,22.9,22.9,1.5,3.0,181,25.0,1010.8,50,0.0,partly-cloudy
2020-08-03 09:00:00,25.0,24.7,2.0,4.3,185,38.0,1010.7,45,0.0,variable-cloudiness
2020-08-03 10:00:00,25.7,25.4,3.5,6.4,191,88.0,1010.3,41,0.0,cloudy
2020-08-03 11:00:00,26.0,25.6,3.3,5.7,228,75.0,1010.2,38,0.0,cloudy-with-sunny-intervals
2020-08-03 12:00:00,25.8,25.5,4.0,6.0,218,13.0,1010.0,41,0.0,partly-cloudy
2020-08-03 13:00:00,25.3,25.1,3.2,4.8,243,13.0,1009.9,45,0.0,partly-cloudy
2020-08-03 14:00:00,25.9,25.6,2.3,3.5,256,50.0,1009.5,41,0.0,variable-cloudiness
2020-08-03 15:00:00,25.0,24.9,0.6,2.2,20,50.0,1009.4,50,0.0,variable-cloudiness
2020-08-03 16:00:00,23.7,23.6,1.6,2.8,17,75.0,1009.1,56,0.0,cloudy-with-sunny-intervals
2020-08-03 17:00:00,22.9,22.9,1.6,2.7,17,88.0,1009.1,58,0.0,cloudy
2020-08-03 18:00:00,21.3,21.3,4.6,7.5,24,88.0,1009.1,62,0.0,cloudy
