observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode,code,name,coordinates
2016-07-19 00:00:00,16.8,16.8,2.3,5.8,320.0,75.0,1014.7,76.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-19 01:00:00,14.0,14.0,0.6,1.1,7.0,0.0,1014.5,87.0,0.0,clear,,,
2016-07-19 02:00:00,12.9,12.9,0.7,1.5,37.0,0.0,1014.7,89.0,0.0,clear,,,
2016-07-19 03:00:00,11.1,11.1,0.1,0.5,47.0,88.0,1014.8,94.0,0.0,cloudy,,,
2016-07-19 04:00:00,13.2,13.2,0.0,0.0,86.0,100.0,1014.8,90.0,0.0,cloudy,,,
2016-07-19 05:00:00,17.9,17.9,1.1,3.1,299.0,88.0,1015.0,79.0,0.0,cloudy,,,
2016-07-19 06:00:00,18.2,18.2,2.0,4.2,302.0,88.0,1015.3,78.0,0.0,cloudy,,,
2016-07-19 07:00:00,18.6,18.6,3.0,6.0,311.0,88.0,1015.7,73.0,0.0,cloudy,,,
2016-07-19 08:00:00,18.9,18.9,3.3,5.9,308.0,100.0,1016.0,70.0,0.0,cloudy,,,
2016-07-19 09:00:00,19.3,19.3,3.2,6.0,306.0,100.0,1016.3,68.0,0.0,cloudy,,,
2016-07-19 10:00:00,19.5,19.5,3.5,7.6,293.0,88.0,1016.6,72.0,0.0,cloudy,,,
2016-07-19 11:00:00,19.7,19.7,3.8,7.6,301.0,88.0,1016.8,72.0,0.0,cloudy,,,
2016-07-19 12:00:00,19.7,19.7,3.9,8.7,311.0,88.0,1017.0,70.0,0.0,cloudy,,,
2016-07-19 13:00:00,19.7,19.7,4.5,8.8,311.0,100.0,1017.3,68.0,0.0,cloudy,,,
2016-07-19 14:00:00,19.8,19.8,4.5,8.9,317.0,100.0,1017.2,66.0,0.0,cloudy,,,
2016-07-19 15:00:00,19.3,19.3,4.7,9.2,313.0,100.0,1017.3,65.0,0.0,cloudy,,,
2016-07-19 16:00:00,19.2,19.2,4.3,9.9,315.0,100.0,1017.4,66.0,0.0,cloudy,,,
2016-07-19 17:00:00,18.7,18.7,4.4,9.1,314.0,100.0,1017.6,70.0,0.0,cloudy,,,
2016-07-19 18:00:00,18.3,18.3,3.1,7.5,319.0,88.0,1017.8,71.0,0.0,cloudy,,,
2016-07-19 19:00:00,17.6,17.6,3.3,7.5,323.0,88.0,1018.2,72.0,0.0,cloudy,,,
2016-07-19 20:00:00,16.9,16.9,2.4,5.0,341.0,88.0,1018.5,76.0,0.0,cloudy,,,
2016-07-19 21:00:00,16.4,16.4,2.0,4.5,348.0,88.0,1018.4,79.0,0.0,cloudy,,,
2016-07-19 22:00:00,15.4,15.4,1.4,2.7,349.0,88.0,1018.5,80.0,0.0,cloudy,,,
2016-07-19 23:00:00,15.7,15.7,1.7,4.0,343.0,100.0,1018.4,77.0,0.0,cloudy,,,
2016-07-20 00:00:00,15.5,15.5,1.6,3.7,344.0,100.0,1018.5,78.0,0.0,cloudy,,,
2016-07-20 01:00:00,15.2,15.2,1.3,2.7,347.0,100.0,1018.6,80.0,0.0,cloudy,,,
2016-07-20 02:00:00,14.3,14.3,1.4,2.5,9.0,100.0,1018.6,85.0,0.0,cloudy,,,
2016-07-20 03:00:00,13.0,13.0,1.0,1.6,12.0,100.0,1018.7,91.0,0.0,cloudy,,,
2016-07-20 04:00:00,15.4,15.4,0.8,1.7,18.0,100.0,1018.9,83.0,0.0,cloudy,,,
2016-07-20 05:00:00,17.8,17.8,0.7,2.5,358.0,100.0,1018.8,75.0,0.0,cloudy,,,
2016-07-20 06:00:00,18.2,18.2,1.7,3.4,307.0,100.0,1018.8,77.0,0.0,cloudy,,,
2016-07-20 07:00:00,19.0,19.0,2.7,4.4,299.0,100.0,1018.5,69.0,0.0,cloudy,,,
2016-07-20 08:00:00,19.6,19.6,2.5,4.9,293.0,100.0,1018.4,64.0,0.0,cloudy,,,
2016-07-20 09:00:00,19.6,19.6,3.1,5.4,289.0,100.0,1018.4,70.0,0.0,cloudy,,,
2016-07-20 10:00:00,19.9,19.9,3.8,6.6,290.0,100.0,1018.3,70.0,0.0,cloudy,,,
2016-07-20 11:00:00,19.9,19.9,3.9,6.7,290.0,88.0,1018.2,76.0,0.0,cloudy,,,
2016-07-20 12:00:00,20.2,20.2,3.5,7.3,301.0,88.0,1018.0,74.0,0.0,cloudy,,,
2016-07-20 13:00:00,20.2,20.2,4.3,8.1,305.0,100.0,1017.8,73.0,0.0,cloudy,,,
2016-07-20 14:00:00,20.2,20.2,3.9,8.3,312.0,100.0,1017.5,67.0,0.0,cloudy,,,
2016-07-20 15:00:00,19.8,19.8,4.7,9.7,309.0,100.0,1017.3,64.0,0.0,cloudy,,,
2016-07-20 16:00:00,19.5,19.5,4.1,8.3,313.0,100.0,1017.0,59.0,0.0,cloudy,,,
2016-07-20 17:00:00,18.9,18.9,3.9,8.0,319.0,100.0,1016.8,62.0,0.0,cloudy,,,
2016-07-20 18:00:00,18.0,18.0,4.0,8.6,320.0,100.0,1016.7,64.0,0.0,cloudy,,,
2016-07-20 19:00:00,17.0,17.0,3.5,8.9,335.0,100.0,1016.4,70.0,0.0,cloudy,,,
2016-07-20 20:00:00,16.1,16.1,2.7,5.7,342.0,100.0,1016.3,69.0,0.0,cloudy,,,
2016-07-20 21:00:00,15.5,15.5,3.0,6.3,345.0,100.0,1016.1,76.0,0.0,cloudy,,,
2016-07-20 22:00:00,14.9,14.9,2.1,4.2,340.0,100.0,1016.2,81.0,0.0,cloudy,,,
2016-07-20 23:00:00,14.6,14.6,2.4,5.1,344.0,100.0,1016.2,80.0,0.0,cloudy,,,
2016-07-21 00:00:00,14.5,14.5,2.3,4.7,346.0,100.0,1016.2,78.0,0.0,cloudy,,,
2016-07-21 01:00:00,14.4,14.4,2.2,4.6,350.0,100.0,1015.8,82.0,0.0,cloudy,,,
2016-07-21 02:00:00,14.6,14.6,2.1,4.7,348.0,100.0,1015.4,83.0,0.0,cloudy,,,
2016-07-21 03:00:00,15.4,15.4,2.3,5.0,344.0,100.0,1015.2,84.0,0.0,cloudy,,,
2016-07-21 04:00:00,16.9,16.9,3.0,8.5,337.0,88.0,1014.9,80.0,0.0,cloudy,,,
2016-07-21 05:00:00,18.0,18.0,3.8,6.6,333.0,100.0,1014.7,79.0,0.0,cloudy,,,
2016-07-21 06:00:00,18.6,18.6,4.0,8.5,328.0,100.0,1014.4,80.0,0.0,cloudy,,,
2016-07-21 07:00:00,19.5,19.5,3.0,6.9,323.0,50.0,1014.1,79.0,0.0,variable-cloudiness,,,
2016-07-21 08:00:00,19.5,19.5,3.6,7.7,315.0,100.0,1014.3,79.0,0.0,cloudy,,,
2016-07-21 09:00:00,19.7,19.7,4.0,9.8,312.0,100.0,1014.2,79.0,0.0,cloudy,,,
2016-07-21 10:00:00,19.7,19.7,4.8,9.8,311.0,100.0,1014.1,79.0,0.0,cloudy,,,
2016-07-21 11:00:00,20.2,20.2,4.6,8.9,313.0,88.0,1014.0,77.0,0.0,cloudy,,,
2016-07-21 12:00:00,20.3,20.3,4.8,9.6,314.0,,1014.1,76.0,0.0,,,,
2016-07-21 13:00:00,21.1,21.1,4.2,10.8,320.0,75.0,1013.9,74.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-21 14:00:00,20.4,20.4,4.2,10.0,320.0,88.0,1013.9,74.0,0.0,cloudy,,,
2016-07-21 15:00:00,19.4,19.4,4.8,10.5,325.0,88.0,1013.8,76.0,0.0,cloudy,,,
2016-07-21 16:00:00,18.8,18.8,5.1,10.8,324.0,88.0,1013.9,74.0,0.0,cloudy,,,
2016-07-21 17:00:00,18.2,18.2,4.5,9.3,327.0,88.0,1014.0,80.0,0.0,cloudy,,,
2016-07-21 18:00:00,18.0,18.0,4.1,8.3,330.0,88.0,1013.9,80.0,0.0,cloudy,,,
2016-07-21 19:00:00,17.6,17.6,3.0,6.3,341.0,100.0,1014.2,80.0,0.0,cloudy,,,
2016-07-21 20:00:00,17.5,17.5,2.9,6.3,332.0,100.0,1014.4,80.0,0.0,cloudy,,,
2016-07-21 21:00:00,17.5,17.5,2.3,5.1,346.0,100.0,1014.2,81.0,0.0,cloudy,,,
2016-07-21 22:00:00,17.4,17.4,2.1,4.2,340.0,100.0,1014.1,83.0,0.0,cloudy,,,
2016-07-21 23:00:00,17.3,17.3,1.4,3.3,342.0,100.0,1014.4,84.0,0.0,cloudy,,,
2016-07-22 00:00:00,17.3,17.3,1.5,3.5,340.0,100.0,1014.3,84.0,0.0,cloudy,,,
2016-07-22 01:00:00,16.8,16.8,1.3,3.2,344.0,100.0,1014.2,87.0,0.0,cloudy,,,
2016-07-22 02:00:00,17.0,17.0,1.8,3.6,6.0,100.0,1014.2,87.0,0.0,cloudy,,,
2016-07-22 03:00:00,16.9,16.9,1.4,2.7,9.0,100.0,1014.5,88.0,0.0,cloudy,,,
2016-07-22 04:00:00,16.9,16.9,1.2,2.5,2.0,100.0,1014.5,89.0,0.0,cloudy,,,
2016-07-22 05:00:00,17.1,17.1,1.8,3.2,342.0,100.0,1014.5,88.0,0.0,cloudy,,,
2016-07-22 06:00:00,17.4,17.4,1.8,3.3,338.0,100.0,1014.9,87.0,0.0,cloudy,,,
2016-07-22 07:00:00,17.9,17.9,1.3,3.1,344.0,100.0,1015.3,84.0,0.0,cloudy,,,
2016-07-22 08:00:00,18.7,18.7,1.8,4.3,327.0,100.0,1015.4,82.0,0.0,cloudy,,,
2016-07-22 09:00:00,18.9,18.9,2.1,4.4,332.0,100.0,1015.7,84.0,0.0,cloudy,,,
2016-07-22 10:00:00,19.0,19.0,2.1,5.4,333.0,100.0,1015.6,86.0,0.0,cloudy,,,
2016-07-22 11:00:00,20.1,20.1,2.1,4.6,347.0,100.0,1015.8,80.0,0.0,cloudy,,,
2016-07-22 12:00:00,19.4,19.4,2.5,5.3,315.0,100.0,1016.1,85.0,0.0,cloudy,,,
2016-07-22 13:00:00,19.0,19.0,2.7,7.1,318.0,100.0,1016.3,87.0,0.0,cloudy,,,
2016-07-22 14:00:00,19.5,19.5,2.8,6.1,323.0,100.0,1016.3,85.0,0.0,cloudy,,,
2016-07-22 15:00:00,19.2,19.2,3.6,7.0,325.0,100.0,1016.4,86.0,0.0,cloudy,,,
2016-07-22 16:00:00,19.5,19.5,2.2,4.7,322.0,100.0,1016.6,86.0,0.0,cloudy,,,
2016-07-22 17:00:00,19.5,19.5,1.5,3.9,320.0,88.0,1016.7,87.0,0.0,cloudy,,,
2016-07-22 18:00:00,19.1,19.1,1.3,3.2,316.0,88.0,1016.8,88.0,0.0,cloudy,,,
2016-07-22 19:00:00,18.1,18.1,0.3,0.9,14.0,100.0,1017.3,93.0,0.0,mist,,,
2016-07-22 20:00:00,16.8,16.8,0.4,0.8,311.0,100.0,1017.5,95.0,0.0,mist,,,
2016-07-22 21:00:00,16.1,16.1,0.5,1.2,4.0,100.0,1017.5,96.0,0.0,mist,,,
2016-07-22 22:00:00,15.6,15.6,0.1,1.1,341.0,88.0,1017.7,96.0,0.0,mist,,,
2016-07-22 23:00:00,17.3,17.3,1.1,3.0,21.0,100.0,1017.9,96.0,0.0,cloudy,,,
2016-07-23 00:00:00,18.2,18.2,0.5,1.5,13.0,100.0,1018.2,89.0,0.0,cloudy,,,
2016-07-23 01:00:00,18.2,18.2,0.5,1.2,4.0,100.0,1018.3,89.0,0.0,cloudy,,,
2016-07-23 02:00:00,18.2,18.2,0.5,0.9,348.0,100.0,1018.1,90.0,0.0,cloudy,,,
2016-07-23 03:00:00,18.3,18.3,0.9,2.1,17.0,100.0,1018.2,88.0,0.0,cloudy,,,
2016-07-23 04:00:00,18.4,18.4,1.2,2.7,12.0,100.0,1018.4,87.0,0.0,cloudy,,,
2016-07-23 05:00:00,18.7,18.7,0.6,1.4,312.0,100.0,1018.6,87.0,0.0,cloudy,,,
2016-07-23 06:00:00,19.0,19.0,1.0,2.8,1.0,100.0,1018.8,85.0,0.0,cloudy,,,
2016-07-23 07:00:00,19.5,19.5,1.0,2.6,2.0,100.0,1019.1,80.0,0.0,cloudy,,,
2016-07-23 08:00:00,19.0,19.0,1.4,3.1,310.0,100.0,1019.5,86.0,0.0,cloudy,,,
2016-07-23 09:00:00,19.1,19.1,1.7,3.5,309.0,100.0,1019.8,86.0,0.0,cloudy,,,
2016-07-23 10:00:00,19.0,19.0,2.0,4.2,309.0,100.0,1019.8,88.0,0.0,cloudy,,,
2016-07-23 11:00:00,19.0,19.0,2.1,4.9,319.0,100.0,1019.8,88.0,0.0,cloudy,,,
2016-07-23 12:00:00,18.6,18.6,2.1,4.8,319.0,100.0,1020.0,86.0,0.0,cloudy,,,
2016-07-23 13:00:00,18.9,18.9,2.2,4.3,324.0,100.0,1020.0,84.0,0.0,cloudy,,,
2016-07-23 14:00:00,20.1,20.1,2.0,3.7,4.0,100.0,1020.0,75.0,0.0,cloudy,,,
2016-07-23 15:00:00,18.7,18.7,1.0,2.7,306.0,100.0,1020.1,87.0,0.0,cloudy,,,
2016-07-23 16:00:00,18.5,18.5,1.3,2.9,308.0,100.0,1020.1,88.0,0.0,cloudy,,,
2016-07-23 17:00:00,18.2,18.2,1.8,3.8,309.0,100.0,1020.0,91.0,0.0,mist,,,
2016-07-23 18:00:00,18.0,18.0,1.4,3.6,319.0,100.0,1019.8,92.0,0.0,light-rain,,,
2016-07-23 19:00:00,18.0,18.0,1.5,3.3,327.0,100.0,1019.8,92.0,0.0,cloudy,,,
2016-07-23 20:00:00,17.6,17.6,0.6,1.8,13.0,100.0,1020.1,93.0,0.0,cloudy,,,
2016-07-23 21:00:00,17.4,17.4,0.3,0.8,314.0,88.0,1020.2,94.0,0.0,mist,,,
2016-07-23 22:00:00,16.4,16.4,0.1,0.4,10.0,88.0,1020.3,95.0,0.0,mist,,,
2016-07-23 23:00:00,16.4,16.4,0.3,0.9,343.0,100.0,1020.5,96.0,0.0,mist,,,
2016-07-24 00:00:00,17.0,17.0,0.9,1.6,27.0,100.0,1020.5,96.0,0.0,mist,,,
2016-07-24 01:00:00,17.5,17.5,0.5,1.0,7.0,100.0,1020.6,94.0,0.0,cloudy,,,
2016-07-24 02:00:00,17.7,17.7,1.1,2.0,48.0,100.0,1020.3,93.0,0.0,cloudy,,,
2016-07-24 03:00:00,17.8,17.8,0.5,1.5,66.0,100.0,1020.5,92.0,0.0,cloudy,,,
2016-07-24 04:00:00,17.9,17.9,0.7,1.8,61.0,100.0,1020.7,91.0,0.0,cloudy,,,
2016-07-24 05:00:00,18.2,18.2,1.1,2.4,55.0,100.0,1020.8,90.0,0.0,cloudy,,,
2016-07-24 06:00:00,19.3,19.3,1.7,3.1,65.0,100.0,1020.8,83.0,0.0,cloudy,,,
2016-07-24 07:00:00,19.6,19.6,0.8,2.1,45.0,100.0,1021.1,83.0,0.0,cloudy,,,
2016-07-24 08:00:00,20.7,20.7,0.9,1.7,55.0,100.0,1021.1,76.0,0.0,cloudy,,,
2016-07-24 09:00:00,20.6,20.6,1.1,2.1,284.0,88.0,1021.3,80.0,0.0,cloudy,,,
2016-07-24 10:00:00,22.1,22.1,1.2,2.4,274.0,88.0,1021.1,73.0,0.0,cloudy,,,
2016-07-24 11:00:00,22.0,22.0,2.3,4.6,318.0,88.0,1021.2,74.0,0.0,cloudy,,,
2016-07-24 12:00:00,21.6,21.6,3.3,6.0,309.0,88.0,1021.1,73.0,0.0,cloudy,,,
2016-07-24 13:00:00,21.9,21.9,2.2,4.4,309.0,100.0,1021.1,70.0,0.0,cloudy,,,
2016-07-24 14:00:00,21.3,21.3,1.8,4.0,315.0,100.0,1020.9,73.0,0.0,cloudy,,,
2016-07-24 15:00:00,20.5,20.5,1.7,4.3,318.0,100.0,1020.7,79.0,0.0,cloudy,,,
2016-07-24 16:00:00,20.6,20.6,1.3,3.3,310.0,88.0,1020.4,78.0,0.0,cloudy,,,
2016-07-24 17:00:00,20.6,20.6,1.2,2.5,308.0,88.0,1020.2,78.0,0.0,cloudy,,,
2016-07-24 18:00:00,20.2,20.2,0.8,2.0,334.0,100.0,1020.2,75.0,0.0,cloudy,,,
2016-07-24 19:00:00,19.0,19.0,0.7,2.0,332.0,75.0,1020.4,83.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-24 20:00:00,18.5,18.5,1.1,2.2,8.0,88.0,1020.4,83.0,0.0,cloudy,,,
2016-07-24 21:00:00,18.8,18.8,1.6,3.3,16.0,88.0,1020.4,80.0,0.0,cloudy,,,
2016-07-24 22:00:00,17.6,17.6,0.2,0.8,329.0,100.0,1020.4,86.0,0.0,cloudy,,,
2016-07-24 23:00:00,17.2,17.2,0.1,0.9,344.0,88.0,1020.2,89.0,0.0,cloudy,,,
2016-07-25 00:00:00,17.8,17.8,1.6,3.1,38.0,88.0,1020.1,88.0,0.0,cloudy,,,
2016-07-25 01:00:00,17.0,17.0,0.3,1.3,19.0,88.0,1019.9,90.0,0.0,cloudy,,,
2016-07-25 02:00:00,17.0,17.0,0.9,2.2,25.0,75.0,1019.6,92.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-25 03:00:00,17.5,17.5,1.3,2.5,60.0,100.0,1019.5,92.0,0.0,cloudy,,,
2016-07-25 04:00:00,18.0,18.0,0.6,1.8,49.0,88.0,1019.4,92.0,0.0,cloudy,,,
2016-07-25 05:00:00,19.9,19.9,1.2,2.4,70.0,100.0,1019.2,84.0,0.0,cloudy,,,
2016-07-25 06:00:00,20.0,20.0,0.6,1.6,56.0,88.0,1019.3,86.0,0.0,cloudy,,,
2016-07-25 07:00:00,21.5,21.5,0.7,1.9,270.0,88.0,1019.3,81.0,0.0,cloudy,,,
2016-07-25 08:00:00,21.8,21.8,1.5,2.7,292.0,88.0,1019.1,82.0,0.0,cloudy,,,
2016-07-25 09:00:00,22.5,22.5,1.9,3.4,289.0,88.0,1019.0,80.0,0.0,cloudy,,,
2016-07-25 10:00:00,22.0,22.0,2.1,3.9,294.0,88.0,1018.9,81.0,0.0,cloudy,,,
2016-07-25 11:00:00,22.4,22.4,2.3,3.7,278.0,100.0,1018.6,78.0,0.0,cloudy,,,
2016-07-25 12:00:00,22.8,22.8,2.3,4.7,286.0,100.0,1018.4,79.0,0.0,cloudy,,,
2016-07-25 13:00:00,22.5,22.5,2.5,3.8,295.0,100.0,1018.3,78.0,0.0,cloudy,,,
2016-07-25 14:00:00,22.1,22.1,3.3,5.6,307.0,100.0,1017.6,80.0,0.0,cloudy,,,
2016-07-25 15:00:00,22.9,22.9,2.4,4.8,308.0,100.0,1017.5,75.0,0.0,cloudy,,,
2016-07-25 16:00:00,23.9,24.2,1.9,4.5,332.0,100.0,1017.3,70.0,0.0,cloudy,,,
2016-07-25 17:00:00,23.2,23.5,1.4,3.0,318.0,100.0,1017.5,73.0,0.0,cloudy,,,
2016-07-25 18:00:00,21.9,21.9,1.0,2.0,307.0,100.0,1017.3,80.0,0.0,cloudy,,,
2016-07-25 19:00:00,20.1,20.1,0.9,1.5,329.0,100.0,1017.4,89.0,0.0,cloudy,,,
2016-07-25 20:00:00,18.4,18.4,0.8,1.4,333.0,100.0,1017.4,93.0,0.0,cloudy,,,
2016-07-25 21:00:00,17.5,17.5,0.3,0.8,13.0,100.0,1017.3,95.0,0.0,cloudy,,,
2016-07-25 22:00:00,16.9,16.9,0.4,1.0,354.0,88.0,1017.1,95.0,0.0,mist,,,
2016-07-25 23:00:00,16.2,16.2,0.1,0.5,3.0,88.0,1017.1,96.0,0.0,cloudy,,,
2016-07-26 00:00:00,16.8,16.8,0.6,1.6,67.0,88.0,1017.0,96.0,0.0,mist,,,
2016-07-26 01:00:00,17.3,17.3,1.0,2.0,83.0,88.0,1017.1,96.0,0.0,mist,,,
2016-07-26 02:00:00,17.0,17.0,1.2,2.4,64.0,88.0,1016.9,96.0,0.0,mist,,,
2016-07-26 03:00:00,16.7,16.7,0.1,0.5,98.0,88.0,1016.9,96.0,0.0,mist,,,
2016-07-26 04:00:00,16.9,16.9,0.9,1.7,91.0,88.0,1016.9,96.0,0.0,mist,,,
2016-07-26 05:00:00,19.7,19.7,0.9,2.3,130.0,88.0,1016.9,90.0,0.0,mist,,,
2016-07-26 06:00:00,20.1,20.1,1.0,2.1,165.0,100.0,1017.0,87.0,0.0,cloudy,,,
2016-07-26 07:00:00,20.9,20.9,1.2,2.2,165.0,88.0,1017.3,84.0,0.0,cloudy,,,
2016-07-26 08:00:00,21.6,21.6,1.1,2.2,193.0,0.0,1017.3,83.0,0.0,clear,,,
2016-07-26 09:00:00,22.3,22.3,1.7,3.1,203.0,0.0,1017.4,80.0,0.0,clear,,,
2016-07-26 10:00:00,22.0,22.0,2.5,3.7,255.0,0.0,1017.4,83.0,0.0,clear,,,
2016-07-26 11:00:00,22.9,22.9,2.1,4.1,285.0,0.0,1017.4,80.0,0.0,clear,,,
2016-07-26 12:00:00,23.1,23.5,2.2,4.0,276.0,0.0,1017.2,77.0,0.0,clear,,,
2016-07-26 13:00:00,22.9,22.9,2.7,4.8,281.0,0.0,1017.2,76.0,0.0,clear,,,
2016-07-26 14:00:00,23.0,23.3,3.0,5.3,289.0,0.0,1017.1,75.0,0.0,clear,,,
2016-07-26 15:00:00,22.8,22.8,2.9,5.5,297.0,0.0,1017.0,73.0,0.0,clear,,,
2016-07-26 16:00:00,22.8,22.8,2.7,5.0,293.0,0.0,1017.0,73.0,0.0,clear,,,
2016-07-26 17:00:00,22.3,22.3,2.4,4.6,301.0,0.0,1017.2,77.0,0.0,clear,,,
2016-07-26 18:00:00,21.3,21.3,2.1,4.3,307.0,50.0,1017.4,82.0,0.0,variable-cloudiness,,,
2016-07-26 19:00:00,20.2,20.2,1.3,2.7,303.0,25.0,1017.8,90.0,0.0,partly-cloudy,,,
2016-07-26 20:00:00,19.5,19.5,0.7,1.7,309.0,13.0,1018.2,92.0,0.0,partly-cloudy,,,
2016-07-26 21:00:00,19.7,19.7,1.5,3.4,285.0,25.0,1018.1,90.0,0.0,partly-cloudy,,,
2016-07-26 22:00:00,19.9,19.9,2.2,4.2,279.0,63.0,1018.4,89.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-26 23:00:00,19.7,19.7,2.0,3.8,280.0,25.0,1018.4,90.0,0.0,partly-cloudy,,,
2016-07-27 00:00:00,20.1,20.1,1.2,2.5,280.0,88.0,1018.3,88.0,0.0,cloudy,,,
2016-07-27 01:00:00,20.2,20.2,1.8,3.5,266.0,88.0,1018.2,87.0,0.0,cloudy,,,
2016-07-27 02:00:00,19.8,19.8,1.6,3.4,289.0,88.0,1018.2,91.0,0.0,cloudy,,,
2016-07-27 03:00:00,19.7,19.7,1.2,2.7,273.0,75.0,1018.2,92.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-27 04:00:00,19.9,19.9,1.1,2.1,258.0,38.0,1018.5,89.0,0.0,variable-cloudiness,,,
2016-07-27 05:00:00,20.4,20.4,0.9,2.2,233.0,13.0,1018.8,87.0,0.0,partly-cloudy,,,
2016-07-27 06:00:00,21.7,21.7,1.1,2.6,209.0,25.0,1018.7,81.0,0.0,partly-cloudy,,,
2016-07-27 07:00:00,22.5,22.5,1.2,2.6,187.0,13.0,1018.8,77.0,0.0,partly-cloudy,,,
2016-07-27 08:00:00,22.7,22.7,1.7,3.6,187.0,13.0,1019.0,74.0,0.0,partly-cloudy,,,
2016-07-27 09:00:00,23.1,23.4,2.0,4.2,184.0,0.0,1019.1,73.0,0.0,clear,,,
2016-07-27 10:00:00,23.2,23.5,2.6,4.8,207.0,0.0,1018.9,73.0,0.0,clear,,,
2016-07-27 11:00:00,22.9,22.9,2.6,4.7,258.0,0.0,1018.7,75.0,0.0,clear,,,
2016-07-27 12:00:00,22.4,22.4,2.8,4.3,255.0,0.0,1018.7,73.0,0.0,clear,,,
2016-07-27 13:00:00,22.9,22.9,2.2,3.8,273.0,0.0,1018.2,69.0,0.0,clear,,,
2016-07-27 14:00:00,22.6,22.6,2.0,3.6,278.0,0.0,1017.9,70.0,0.0,clear,,,
2016-07-27 15:00:00,22.6,22.6,2.3,4.1,289.0,0.0,1017.2,69.0,0.0,clear,,,
2016-07-27 16:00:00,22.1,22.1,2.1,3.9,300.0,0.0,1016.9,67.0,0.0,clear,,,
2016-07-27 17:00:00,22.0,22.0,1.4,2.7,302.0,0.0,1016.6,65.0,0.0,clear,,,
2016-07-27 18:00:00,21.8,21.8,0.7,1.7,357.0,0.0,1015.9,64.0,0.0,clear,,,
2016-07-27 19:00:00,19.4,19.4,0.9,1.7,8.0,0.0,1016.3,77.0,0.0,clear,,,
2016-07-27 20:00:00,18.5,18.5,0.9,2.3,2.0,0.0,1016.2,80.0,0.0,clear,,,
2016-07-27 21:00:00,18.3,18.3,1.1,2.8,17.0,88.0,1015.9,78.0,0.0,cloudy,,,
2016-07-27 22:00:00,18.7,18.7,2.5,4.4,35.0,0.0,1015.4,75.0,0.0,clear,,,
2016-07-27 23:00:00,18.6,18.6,2.6,4.8,37.0,75.0,1014.9,73.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-28 00:00:00,18.4,18.4,3.2,5.5,48.0,88.0,1014.0,74.0,0.0,cloudy,,,
2016-07-28 01:00:00,18.1,18.1,2.9,5.5,57.0,50.0,1013.5,76.0,0.0,variable-cloudiness,,,
2016-07-28 02:00:00,18.3,18.3,2.2,4.6,71.0,88.0,1012.7,77.0,0.0,cloudy,,,
2016-07-28 03:00:00,19.3,19.3,2.1,4.7,90.0,88.0,1013.0,79.0,0.0,cloudy,,,
2016-07-28 04:00:00,18.6,18.6,1.9,4.6,99.0,88.0,1012.8,95.0,6.9,light-rain,,,
2016-07-28 05:00:00,18.7,18.7,0.7,1.6,88.0,88.0,1012.5,95.0,0.0,rain,,,
2016-07-28 06:00:00,20.3,20.3,0.1,0.5,92.0,88.0,1012.6,95.0,0.0,cloudy,,,
2016-07-28 07:00:00,20.4,20.4,0.6,1.3,57.0,88.0,1012.6,94.0,0.0,rain,,,
2016-07-28 08:00:00,21.3,21.3,0.3,0.8,69.0,88.0,1012.5,90.0,0.0,cloudy,,,
2016-07-28 09:00:00,22.2,22.2,1.3,2.6,192.0,88.0,1012.5,87.0,0.0,cloudy,,,
2016-07-28 10:00:00,22.5,22.5,2.1,4.0,196.0,63.0,1012.9,86.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-28 11:00:00,22.7,22.7,2.3,3.8,235.0,88.0,1013.1,83.0,0.0,cloudy,,,
2016-07-28 12:00:00,21.7,21.7,3.2,4.8,289.0,0.0,1013.4,83.0,0.0,clear,,,
2016-07-28 13:00:00,21.9,21.9,3.2,5.9,286.0,25.0,1013.4,79.0,0.0,partly-cloudy,,,
2016-07-28 14:00:00,21.5,21.5,3.4,6.5,290.0,63.0,1013.6,76.0,0.0,cloudy-with-sunny-intervals,,,
2016-07-28 15:00:00,21.1,21.1,3.2,7.0,294.0,88.0,1013.7,77.0,0.0,cloudy,,,
2016-07-28 16:00:00,20.0,20.0,2.9,6.6,306.0,100.0,1013.4,79.0,0.0,cloudy,,,
2016-07-28 17:00:00,20.6,20.6,2.8,5.8,325.0,25.0,1013.4,73.0,0.0,partly-cloudy,,,
2016-07-28 18:00:00,20.3,20.3,1.1,2.6,326.0,0.0,1013.6,75.0,0.0,clear,,,
2016-07-28 19:00:00,18.5,18.5,0.4,1.4,315.0,0.0,1013.5,85.0,0.0,clear,,,
2016-07-28 20:00:00,16.6,16.6,0.2,1.0,293.0,0.0,1013.4,93.0,0.0,clear,,,
2016-07-28 21:00:00,16.1,16.1,0.2,1.0,210.0,0.0,1013.4,95.0,0.0,clear,,,
2016-07-28 22:00:00,17.9,17.9,1.6,3.4,223.0,25.0,1013.3,95.0,0.0,partly-cloudy,,,
