observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode
2018-09-01 00:00:00,18.2,18.2,3.8,7.1,223.0,75.0,1019.6,83.0,0.0,cloudy-with-sunny-intervals
2018-09-01 01:00:00,18.2,18.2,3.4,7.4,227.0,50.0,1019.9,84.0,0.0,variable-cloudiness
2018-09-01 02:00:00,18.1,18.1,3.6,7.0,225.0,38.0,1020.0,83.0,0.0,variable-cloudiness
2018-09-01 03:00:00,18.2,18.2,3.6,6.9,218.0,75.0,1020.3,84.0,0.0,cloudy-with-sunny-intervals
2018-09-01 04:00:00,18.1,18.1,3.4,7.4,220.0,88.0,1020.6,84.0,0.0,cloudy
2018-09-01 05:00:00,18.3,18.3,3.8,7.7,223.0,88.0,1021.0,83.0,0.0,cloudy
2018-09-01 06:00:00,18.5,18.5,4.7,8.5,226.0,88.0,1021.5,82.0,0.0,cloudy
2018-09-01 07:00:00,19.2,19.2,4.2,8.0,221.0,88.0,1022.1,80.0,0.0,cloudy
2018-09-01 08:00:00,19.5,19.5,3.3,7.9,231.0,50.0,1022.5,79.0,0.0,variable-cloudiness
2018-09-01 09:00:00,20.0,20.0,3.0,6.2,224.0,50.0,1023.1,77.0,0.0,variable-cloudiness
2018-09-01 10:00:00,19.3,19.3,3.0,6.7,222.0,75.0,1023.7,80.0,0.0,cloudy-with-sunny-intervals
2018-09-01 11:00:00,20.7,20.7,2.7,6.4,221.0,75.0,1024.3,74.0,0.0,cloudy-with-sunny-intervals
2018-09-01 12:00:00,20.7,20.7,3.0,6.3,231.0,13.0,1024.5,72.0,0.0,partly-cloudy
2018-09-01 13:00:00,21.0,21.0,2.8,5.5,228.0,38.0,1024.7,71.0,0.0,variable-cloudiness
2018-09-01 14:00:00,20.6,20.6,2.6,5.5,238.0,13.0,1024.8,72.0,0.0,partly-cloudy
2018-09-01 15:00:00,19.9,19.9,2.5,4.9,237.0,25.0,1025.0,74.0,0.0,partly-cloudy
2018-09-01 16:00:00,19.8,19.8,2.2,5.0,231.0,13.0,1025.0,75.0,0.0,partly-cloudy
2018-09-01 17:00:00,19.4,19.4,2.0,4.6,246.0,25.0,1025.1,76.0,0.0,partly-cloudy
2018-09-01 18:00:00,17.9,17.9,2.1,3.8,250.0,0.0,1025.5,80.0,0.0,clear
2018-09-01 19:00:00,17.6,17.6,1.6,3.2,249.0,0.0,1025.8,80.0,0.0,clear
2018-09-01 20:00:00,17.5,17.5,2.0,3.6,251.0,0.0,1026.1,81.0,0.0,clear
2018-09-01 21:00:00,17.3,17.3,1.7,3.3,255.0,13.0,1026.1,82.0,0.0,partly-cloudy
2018-09-01 22:00:00,17.2,17.2,1.5,3.3,254.0,0.0,1026.4,82.0,0.0,clear
2018-09-01 23:00:00,16.6,16.6,1.4,2.4,233.0,50.0,1026.6,84.0,0.0,variable-cloudiness
2018-09-02 00:00:00,17.2,17.2,1.4,2.6,236.0,88.0,1026.6,82.0,0.0,cloudy
2018-09-02 01:00:00,17.4,17.4,1.8,3.5,251.0,88.0,1026.9,82.0,0.0,cloudy
2018-09-02 02:00:00,17.7,17.7,1.7,3.1,261.0,88.0,1027.2,82.0,0.0,cloudy
2018-09-02 03:00:00,17.3,17.3,1.9,3.5,275.0,13.0,1027.1,83.0,0.0,partly-cloudy
2018-09-02 04:00:00,16.7,16.7,1.3,3.2,270.0,25.0,1027.4,85.0,0.0,partly-cloudy
2018-09-02 05:00:00,15.2,15.2,1.0,2.5,289.0,25.0,1027.7,90.0,0.0,partly-cloudy
2018-09-02 06:00:00,15.2,15.2,0.5,1.2,78.0,38.0,1028.2,92.0,0.0,variable-cloudiness
2018-09-02 07:00:00,19.1,19.1,1.5,2.8,277.0,13.0,1028.3,75.0,0.0,partly-cloudy
2018-09-02 08:00:00,19.4,19.4,1.8,3.1,288.0,0.0,1028.6,72.0,0.0,clear
2018-09-02 09:00:00,19.7,19.7,1.8,3.0,262.0,38.0,1028.7,72.0,0.0,variable-cloudiness
2018-09-02 10:00:00,19.7,19.7,1.9,3.7,273.0,88.0,1028.8,72.0,0.0,cloudy
2018-09-02 11:00:00,20.1,20.1,2.4,4.3,291.0,13.0,1028.8,72.0,0.0,partly-cloudy
2018-09-02 12:00:00,20.0,20.0,2.3,3.8,278.0,38.0,1028.7,73.0,0.0,variable-cloudiness
2018-09-02 13:00:00,20.7,20.7,2.9,4.5,298.0,50.0,1028.6,72.0,0.0,variable-cloudiness
2018-09-02 14:00:00,20.4,20.4,3.0,4.9,323.0,0.0,1028.3,74.0,0.0,clear
2018-09-02 15:00:00,20.5,20.5,2.6,5.3,330.0,0.0,1027.9,74.0,0.0,clear
2018-09-02 16:00:00,20.4,20.4,2.7,5.4,334.0,0.0,1027.7,74.0,0.0,clear
2018-09-02 17:00:00,19.8,19.8,1.4,2.9,344.0,0.0,1027.7,74.0,0.0,clear
2018-09-02 18:00:00,17.8,17.8,1.6,3.2,10.0,0.0,1027.7,84.0,0.0,clear
2018-09-02 19:00:00,16.8,16.8,1.5,2.7,34.0,0.0,1027.9,89.0,0.0,clear
2018-09-02 20:00:00,16.7,16.7,2.1,3.9,46.0,0.0,1027.8,88.0,0.0,clear
2018-09-02 21:00:00,16.3,16.3,2.5,4.5,56.0,0.0,1027.6,90.0,0.0,clear
2018-09-02 22:00:00,15.9,15.9,2.5,3.7,57.0,0.0,1027.5,92.0,0.0,clear
2018-09-02 23:00:00,15.5,15.5,2.3,3.6,65.0,0.0,1027.3,94.0,0.0,clear
2018-09-03 00:00:00,14.9,14.9,2.1,3.1,61.0,13.0,1027.1,96.0,0.0,partly-cloudy
2018-09-03 01:00:00,14.8,14.8,2.8,4.9,72.0,0.0,1026.8,93.0,0.0,clear
2018-09-03 02:00:00,14.2,14.2,2.1,3.7,73.0,0.0,1026.6,94.0,0.0,clear
2018-09-03 03:00:00,13.9,13.9,2.3,4.3,67.0,0.0,1026.3,96.0,0.0,clear
2018-09-03 04:00:00,13.0,13.0,2.8,5.0,71.0,,1026.1,98.0,0.0,mist
2018-09-03 05:00:00,13.5,13.5,3.1,5.5,69.0,,1026.1,99.0,0.0,fog
2018-09-03 06:00:00,14.3,14.3,3.0,5.2,61.0,88.0,1026.1,99.0,0.0,cloudy
2018-09-03 07:00:00,16.3,16.3,3.0,5.9,71.0,0.0,1026.0,89.0,0.0,clear
2018-09-03 08:00:00,17.9,17.9,3.1,6.5,63.0,0.0,1025.5,83.0,0.0,clear
2018-09-03 09:00:00,19.3,19.3,2.9,5.2,62.0,13.0,1025.1,77.0,0.0,partly-cloudy
2018-09-03 10:00:00,20.6,20.6,2.6,4.9,81.0,0.0,1024.4,70.0,0.0,clear
2018-09-03 11:00:00,21.8,21.8,2.6,5.6,72.0,13.0,1023.7,65.0,0.0,partly-cloudy
2018-09-03 12:00:00,21.6,21.6,2.3,4.9,71.0,50.0,1023.1,61.0,0.0,variable-cloudiness
2018-09-03 13:00:00,21.7,21.7,2.2,3.7,59.0,75.0,1022.5,61.0,0.0,cloudy-with-sunny-intervals
2018-09-03 14:00:00,21.9,21.9,1.3,2.3,51.0,13.0,1021.8,58.0,0.0,partly-cloudy
2018-09-03 15:00:00,23.3,23.0,1.3,2.5,83.0,0.0,1021.3,52.0,0.0,clear
2018-09-03 16:00:00,21.4,21.4,2.2,5.2,330.0,13.0,1021.0,75.0,0.0,partly-cloudy
2018-09-03 17:00:00,21.2,21.2,1.3,2.2,347.0,0.0,1020.8,71.0,0.0,clear
2018-09-03 18:00:00,18.3,18.3,1.6,2.8,23.0,0.0,1020.7,83.0,0.0,clear
2018-09-03 19:00:00,18.1,18.1,2.1,3.8,43.0,0.0,1020.5,77.0,0.0,clear
2018-09-03 20:00:00,17.5,17.5,2.2,4.6,45.0,0.0,1020.2,79.0,0.0,clear
2018-09-03 21:00:00,17.0,17.0,2.4,4.4,55.0,0.0,1019.8,81.0,0.0,clear
2018-09-03 22:00:00,16.4,16.4,3.1,5.3,52.0,0.0,1019.2,85.0,0.0,clear
2018-09-03 23:00:00,15.9,15.9,3.2,5.4,55.0,0.0,1018.5,87.0,0.0,clear
2018-09-04 00:00:00,15.4,15.4,3.3,5.3,54.0,0.0,1018.0,90.0,0.0,clear
2018-09-04 01:00:00,15.4,15.4,3.0,5.0,58.0,100.0,1017.9,91.0,0.0,cloudy
2018-09-04 02:00:00,15.7,15.7,2.9,4.7,64.0,63.0,1017.8,90.0,0.0,cloudy-with-sunny-intervals
2018-09-04 03:00:00,15.0,15.0,2.8,4.9,57.0,88.0,1017.5,93.0,0.0,cloudy
2018-09-04 04:00:00,14.8,14.8,3.0,4.3,54.0,25.0,1017.3,94.0,0.0,partly-cloudy
2018-09-04 05:00:00,15.1,15.1,3.1,4.5,56.0,25.0,1016.9,93.0,0.0,partly-cloudy
2018-09-04 06:00:00,17.4,17.4,2.6,4.4,58.0,88.0,1016.7,84.0,0.0,cloudy
2018-09-04 07:00:00,20.2,20.2,2.3,4.4,67.0,100.0,1016.4,75.0,0.0,cloudy
2018-09-04 08:00:00,21.9,21.9,2.4,4.6,55.0,13.0,1016.4,66.0,0.0,partly-cloudy
2018-09-04 09:00:00,22.9,22.9,2.4,5.0,33.0,63.0,1016.2,59.0,0.0,cloudy-with-sunny-intervals
