observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode
2015-07-01 00:00:00,15.1,15.1,2.0,3.7,291,88.0,1019.3,83,0.0,cloudy
2015-07-01 01:00:00,15.2,15.2,2.3,3.7,287,88.0,1019.6,85,0.0,cloudy
2015-07-01 02:00:00,14.6,14.6,2.1,4.1,281,88.0,1019.7,90,0.0,cloudy
2015-07-01 03:00:00,14.7,14.7,3.0,4.8,299,88.0,1020.0,90,0.0,cloudy
2015-07-01 04:00:00,14.7,14.7,3.2,5.5,315,100.0,1020.5,90,0.0,cloudy
2015-07-01 05:00:00,14.8,14.8,3.0,4.7,313,88.0,1020.7,89,0.0,cloudy
2015-07-01 06:00:00,15.8,15.8,3.3,5.9,316,88.0,1021.0,83,0.0,cloudy
2015-07-01 07:00:00,16.6,16.6,3.0,5.2,321,88.0,1020.9,78,0.0,cloudy
2015-07-01 08:00:00,16.9,16.9,2.4,4.5,322,88.0,1021.7,77,0.0,cloudy
2015-07-01 09:00:00,17.9,17.9,4.5,7.4,314,75.0,1021.5,73,0.0,cloudy-with-sunny-intervals
2015-07-01 10:00:00,18.2,18.2,4.7,9.4,315,75.0,1021.7,70,0.0,cloudy-with-sunny-intervals
2015-07-01 11:00:00,18.4,18.4,4.5,10.3,303,25.0,1021.6,64,0.0,partly-cloudy
2015-07-01 12:00:00,19.2,19.2,4.8,7.7,312,75.0,1021.4,60,0.0,cloudy-with-sunny-intervals
2015-07-01 13:00:00,20.8,20.8,4.2,8.8,336,75.0,1021.1,50,0.0,cloudy-with-sunny-intervals
2015-07-01 14:00:00,21.8,21.8,4.7,10.0,324,63.0,1020.8,43,0.0,cloudy-with-sunny-intervals
2015-07-01 15:00:00,20.8,20.8,5.0,9.5,354,25.0,1021.1,44,0.0,partly-cloudy
2015-07-01 16:00:00,20.4,20.4,4.0,8.1,342,13.0,1021.5,45,0.0,partly-cloudy
2015-07-01 17:00:00,20.6,20.6,4.7,8.5,356,0.0,1022.0,42,0.0,clear
2015-07-01 18:00:00,19.6,19.6,3.3,8.2,348,0.0,1022.5,43,0.0,clear
2015-07-01 19:00:00,18.1,18.1,2.6,5.3,343,0.0,1023.3,45,0.0,clear
2015-07-01 20:00:00,16.3,16.3,1.9,3.8,342,0.0,1024.0,49,0.0,clear
2015-07-01 21:00:00,14.6,14.6,1.4,3.9,331,0.0,1024.5,54,0.0,clear
2015-07-01 22:00:00,13.2,13.2,1.1,3.2,335,0.0,1025.1,62,0.0,clear
2015-07-01 23:00:00,12.3,12.3,1.6,2.8,317,0.0,1025.6,71,0.0,clear
2015-07-02 00:00:00,11.7,11.7,2.6,4.4,321,0.0,1025.8,77,0.0,clear
2015-07-02 01:00:00,11.2,11.2,1.4,3.3,338,0.0,1026.0,83,0.0,clear
2015-07-02 02:00:00,10.6,10.6,2.1,3.4,344,0.0,1026.6,88,0.0,clear
2015-07-02 03:00:00,10.7,10.7,2.7,4.4,341,0.0,1026.9,90,0.0,clear
2015-07-02 04:00:00,12.3,12.3,1.5,3.6,331,0.0,1027.3,86,0.0,clear
2015-07-02 05:00:00,14.3,14.3,2.8,4.1,345,0.0,1027.5,79,0.0,clear
2015-07-02 06:00:00,16.8,16.8,1.8,3.4,329,0.0,1027.5,72,0.0,clear
2015-07-02 07:00:00,18.7,18.7,2.1,4.3,349,63.0,1027.7,65,0.0,cloudy-with-sunny-intervals
2015-07-02 08:00:00,18.8,18.8,2.7,5.4,359,38.0,1027.9,60,0.0,variable-cloudiness
2015-07-02 09:00:00,20.4,20.4,3.6,8.2,340,63.0,1028.0,52,0.0,cloudy-with-sunny-intervals
2015-07-02 10:00:00,20.6,20.6,2.7,8.5,5,50.0,1028.1,49,0.0,variable-cloudiness
2015-07-02 11:00:00,22.2,22.2,3.2,7.4,13,25.0,1028.1,41,0.0,partly-cloudy
2015-07-02 12:00:00,22.3,22.3,4.1,7.7,22,50.0,1027.8,40,0.0,variable-cloudiness
2015-07-02 13:00:00,23.1,22.5,3.3,7.8,25,13.0,1027.8,38,0.0,partly-cloudy
2015-07-02 14:00:00,23.5,22.9,3.1,7.2,359,63.0,1027.6,37,0.0,cloudy-with-sunny-intervals
2015-07-02 15:00:00,23.5,22.9,3.1,7.9,13,13.0,1027.3,37,0.0,partly-cloudy
2015-07-02 16:00:00,23.5,22.9,2.8,5.8,342,0.0,1027.3,37,0.0,clear
