observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode
2018-04-01 00:00:00,2.4,-0.8,3.2,6.5,84,100.0,1004.6,89,0.0,mist
2018-04-01 01:00:00,2.6,-1.0,3.8,8.8,76,100.0,1003.4,90,0.0,light-rain
2018-04-01 02:00:00,2.7,-0.6,3.5,6.3,97,100.0,1002.9,92,0.2,light-rain
2018-04-01 03:00:00,2.4,-1.4,4.1,8.0,80,100.0,1002.0,93,0.9,light-rain
2018-04-01 04:00:00,2.3,-1.0,3.3,7.0,85,100.0,1001.2,93,0.2,rain
2018-04-01 05:00:00,2.4,-1.4,4.1,10.3,79,100.0,1000.2,93,0.0,light-rain
2018-04-01 06:00:00,2.6,-0.9,3.7,7.4,86,100.0,999.8,94,0.8,light-rain
2018-04-01 07:00:00,2.8,-1.1,4.5,9.2,81,88.0,999.3,93,3.5,rain
2018-04-01 08:00:00,2.8,-1.2,4.6,9.0,77,100.0,998.5,93,2.3,light-rain
2018-04-01 09:00:00,3.1,-0.4,3.9,8.4,85,100.0,997.6,93,1.9,rain
2018-04-01 10:00:00,3.1,-0.7,4.4,8.6,74,100.0,996.3,93,1.9,light-rain
2018-04-01 11:00:00,3.5,-0.8,5.5,10.2,81,100.0,995.4,92,0.0,rain
2018-04-01 12:00:00,3.5,-0.8,5.6,11.3,93,100.0,995.0,93,0.0,rain
2018-04-01 13:00:00,3.7,0.0,4.5,8.5,91,100.0,994.1,94,0.0,light-rain
2018-04-01 14:00:00,3.6,-0.2,4.6,8.4,93,100.0,993.4,94,0.0,mist
2018-04-01 15:00:00,3.6,-0.3,4.8,8.4,95,100.0,993.0,95,0.0,mist
2018-04-01 16:00:00,3.6,0.2,3.9,8.0,96,100.0,992.2,95,0.0,light-rain
2018-04-01 17:00:00,3.6,0.0,4.2,7.6,101,100.0,991.6,95,0.0,rain
2018-04-01 18:00:00,3.7,1.1,2.8,5.1,94,100.0,991.1,95,0.2,rain
2018-04-01 19:00:00,3.8,1.5,2.5,5.5,79,100.0,990.1,96,0.1,rain
2018-04-01 20:00:00,3.9,3.9,1.3,3.5,70,100.0,989.4,96,0.0,mist
2018-04-01 21:00:00,3.8,2.6,1.5,4.2,67,100.0,988.8,96,0.2,mist
2018-04-01 22:00:00,3.6,3.6,1.0,2.6,63,100.0,987.9,96,0.0,light-rain
2018-04-01 23:00:00,3.4,3.4,1.2,2.9,39,100.0,987.0,96,0.5,light-rain
2018-04-02 00:00:00,3.3,3.3,0.7,2.4,27,100.0,986.2,96,1.9,light-rain
2018-04-02 01:00:00,3.1,3.1,0.1,1.6,357,100.0,985.7,96,0.5,light-rain
2018-04-02 02:00:00,2.9,2.9,0.2,1.9,313,100.0,985.2,96,1.2,light-rain
2018-04-02 03:00:00,2.7,2.7,0.8,2.2,269,100.0,985.1,96,1.4,rain
2018-04-02 04:00:00,2.7,1.2,1.6,2.9,244,100.0,985.4,96,0.2,light-rain
2018-04-02 05:00:00,2.5,-1.7,4.8,8.7,264,100.0,986.4,96,0.2,rain
2018-04-02 06:00:00,1.9,-2.3,4.6,7.7,254,100.0,987.5,94,0.0,cloudy
2018-04-02 07:00:00,1.7,-3.0,5.3,9.3,259,100.0,988.8,93,0.0,light-rain
2018-04-02 08:00:00,1.6,-2.4,4.1,7.1,255,100.0,990.2,93,0.0,light-rain
2018-04-02 09:00:00,1.4,-3.6,5.8,8.9,262,100.0,991.9,92,0.0,light-rain
2018-04-02 10:00:00,1.7,-3.4,6.2,10.9,264,100.0,993.1,92,0.5,light-rain
2018-04-02 11:00:00,1.5,-3.5,5.8,9.7,266,100.0,994.5,92,0.2,light-rain
2018-04-02 12:00:00,1.6,-3.2,5.5,9.6,269,100.0,996.0,91,0.0,light-rain
2018-04-02 13:00:00,1.5,-3.1,5.1,9.3,268,100.0,997.5,90,0.0,light-rain
2018-04-02 14:00:00,1.1,-4.4,6.7,11.8,275,100.0,999.1,91,0.2,rain
2018-04-02 15:00:00,1.2,-4.4,7.0,12.1,281,100.0,1000.4,87,0.0,rain
2018-04-02 16:00:00,1.1,-4.2,6.4,13.3,281,100.0,1001.8,88,0.0,light-rain
2018-04-02 17:00:00,1.1,-5.0,8.2,14.5,278,100.0,1003.2,87,0.0,rain
2018-04-02 18:00:00,1.1,-4.4,6.7,12.0,275,100.0,1004.5,86,0.0,rain
2018-04-02 19:00:00,0.9,-4.4,6.2,12.1,270,88.0,1006.0,81,0.0,cloudy
2018-04-02 20:00:00,0.5,-4.7,5.8,9.8,271,88.0,1007.1,82,0.0,cloudy
2018-04-02 21:00:00,0.2,-4.9,5.4,9.0,270,88.0,1008.0,80,0.0,cloudy
2018-04-02 22:00:00,-0.2,-4.7,4.3,7.4,263,50.0,1008.8,83,0.0,variable-cloudiness
2018-04-02 23:00:00,-0.4,-4.4,3.5,6.5,259,75.0,1009.6,84,0.0,cloudy-with-sunny-intervals
2018-04-03 00:00:00,-0.8,-5.0,3.7,6.4,257,38.0,1010.1,85,0.0,variable-cloudiness
2018-04-03 01:00:00,-1.6,-4.9,2.5,4.4,228,0.0,1010.6,89,0.0,clear
2018-04-03 02:00:00,-1.8,-5.6,2.9,4.5,219,13.0,1011.1,91,0.0,partly-cloudy
2018-04-03 03:00:00,-1.8,-5.8,3.1,6.1,232,38.0,1011.5,92,0.0,variable-cloudiness
2018-04-03 04:00:00,-2.0,-5.3,2.4,4.4,229,13.0,1012.2,91,0.0,partly-cloudy
2018-04-03 05:00:00,-2.0,-6.4,3.6,5.5,217,0.0,1012.5,92,0.0,clear
2018-04-03 06:00:00,-0.8,-4.8,3.4,5.8,213,0.0,1012.8,86,0.0,clear
2018-04-03 07:00:00,0.9,-3.3,4.2,6.5,210,0.0,1013.3,77,0.0,clear
2018-04-03 08:00:00,3.2,-0.2,3.7,6.2,201,0.0,1013.3,63,0.0,clear
2018-04-03 09:00:00,4.8,1.5,4.1,6.0,206,0.0,1013.2,55,0.0,clear
2018-04-03 10:00:00,6.5,6.5,4.9,7.9,186,13.0,1012.9,49,0.0,partly-cloudy
2018-04-03 11:00:00,7.3,7.3,4.2,8.2,187,88.0,1012.4,49,0.0,cloudy
2018-04-03 12:00:00,7.6,7.6,5.1,7.7,184,100.0,1012.1,49,0.0,cloudy
2018-04-03 13:00:00,8.5,8.5,4.2,7.3,192,88.0,1011.3,49,0.0,cloudy
2018-04-03 14:00:00,7.7,7.7,3.4,5.9,173,100.0,1011.6,54,0.0,cloudy
2018-04-03 15:00:00,7.5,7.5,1.7,3.1,140,88.0,1011.1,57,0.0,cloudy
2018-04-03 16:00:00,7.7,7.7,1.5,3.2,128,88.0,1010.8,56,0.0,cloudy
2018-04-03 17:00:00,6.9,6.9,4.0,8.3,180,88.0,1011.1,67,0.0,rain
2018-04-03 18:00:00,5.7,5.7,0.7,2.2,160,100.0,1011.3,80,0.4,light-rain
2018-04-03 19:00:00,5.2,5.2,1.7,2.9,120,88.0,1011.1,87,0.9,light-rain
2018-04-03 20:00:00,4.9,2.5,2.8,4.0,146,100.0,1010.6,90,0.7,light-rain
2018-04-03 21:00:00,5.1,5.1,4.1,6.1,147,100.0,1010.3,89,0.1,rain
2018-04-03 22:00:00,4.9,3.1,2.1,3.2,167,100.0,1010.5,90,0.0,cloudy
2018-04-03 23:00:00,5.0,5.0,1.4,3.6,181,88.0,1010.6,91,0.0,cloudy
2018-04-04 00:00:00,4.8,3.2,1.9,2.8,178,88.0,1010.7,91,0.0,cloudy
2018-04-04 01:00:00,4.3,3.1,1.5,2.3,160,88.0,1010.8,93,0.0,mist
2018-04-04 02:00:00,4.4,2.8,1.9,2.6,155,100.0,1011.0,94,0.0,mist
2018-04-04 03:00:00,3.9,3.9,0.9,2.1,153,88.0,1011.9,94,0.0,mist
2018-04-04 04:00:00,3.9,1.3,2.9,4.1,156,13.0,1011.8,95,0.0,mist
2018-04-04 05:00:00,4.2,2.0,2.4,3.8,146,0.0,1012.1,95,0.0,mist
2018-04-04 06:00:00,5.6,5.6,2.4,3.4,172,25.0,1012.3,93,0.0,partly-cloudy
2018-04-04 07:00:00,8.5,8.5,2.1,2.9,144,0.0,1012.3,84,0.0,clear
2018-04-04 08:00:00,11.3,11.3,3.0,4.8,168,0.0,1012.1,72,0.0,clear
2018-04-04 09:00:00,13.8,13.8,3.3,5.5,179,0.0,1012.1,63,0.0,clear
2018-04-04 10:00:00,15.4,15.4,4.6,7.0,198,0.0,1011.7,55,0.0,clear
2018-04-04 11:00:00,16.7,16.7,3.6,7.8,185,0.0,1011.1,51,0.0,clear
2018-04-04 12:00:00,17.9,17.9,3.5,5.4,180,0.0,1010.5,49,0.0,clear
2018-04-04 13:00:00,17.5,17.5,3.3,5.7,184,0.0,1010.1,47,0.0,clear
2018-04-04 14:00:00,18.8,18.8,3.9,5.9,162,0.0,1009.6,44,0.0,clear
2018-04-04 15:00:00,18.5,18.5,3.4,5.9,163,0.0,1009.4,46,0.0,clear
2018-04-04 16:00:00,17.3,17.3,3.2,5.0,157,0.0,1009.4,50,0.0,clear
2018-04-04 17:00:00,15.4,15.4,2.6,3.5,146,0.0,1009.7,54,0.0,clear
2018-04-04 18:00:00,13.9,13.9,2.5,3.3,132,13.0,1009.9,57,0.0,partly-cloudy
2018-04-04 19:00:00,12.8,12.8,3.4,4.8,142,63.0,1009.8,61,0.0,cloudy-with-sunny-intervals
2018-04-04 20:00:00,11.6,11.6,3.1,4.4,137,0.0,1009.6,67,0.0,clear
2018-04-04 21:00:00,10.7,10.7,2.8,4.0,122,50.0,1009.1,70,0.0,variable-cloudiness
2018-04-04 22:00:00,10.7,10.7,2.9,4.2,126,100.0,1008.6,70,0.0,cloudy
2018-04-04 23:00:00,10.8,10.8,2.8,4.1,129,88.0,1008.2,68,0.0,cloudy
2018-04-05 00:00:00,10.5,10.5,2.7,4.0,129,88.0,1007.9,69,0.0,cloudy
2018-04-05 01:00:00,10.0,10.0,2.3,3.4,144,100.0,1007.8,71,0.0,cloudy
2018-04-05 02:00:00,10.1,10.1,2.6,4.0,144,88.0,1007.8,70,0.0,light-rain
2018-04-05 03:00:00,9.1,9.1,2.6,3.8,149,100.0,1008.0,84,0.6,rain
2018-04-05 04:00:00,9.0,9.0,2.2,3.3,55,100.0,1006.8,92,1.5,light-rain
2018-04-05 05:00:00,9.3,9.3,2.0,3.0,79,88.0,1006.6,94,0.1,rain
2018-04-05 06:00:00,8.9,8.9,3.0,4.7,136,100.0,1006.3,90,0.0,cloudy
2018-04-05 07:00:00,9.1,9.1,4.1,6.4,144,88.0,1005.9,88,0.0,cloudy
2018-04-05 08:00:00,11.3,11.3,3.8,6.4,168,88.0,1005.5,81,0.0,cloudy
2018-04-05 09:00:00,14.3,14.3,4.1,6.7,155,75.0,1005.1,69,0.0,cloudy-with-sunny-intervals
