observationTimeUtc,airTemperature,feelsLikeTemperature,windSpeed,windGust,windDirection,cloudCover,seaLevelPressure,relativeHumidity,precipitation,conditionCode
2016-06-01 00:00:00,17.7,17.7,2.7,4.0,67,0,1018.0,70,0.0,clear
2016-06-01 01:00:00,17.2,17.2,3.3,4.7,66,0,1018.1,71,0.0,clear
2016-06-01 02:00:00,16.6,16.6,3.7,5.9,60,0,1018.3,74,0.0,clear
2016-06-01 03:00:00,16.5,16.5,2.6,4.5,65,0,1018.4,74,0.0,clear
2016-06-01 04:00:00,17.9,17.9,2.5,4.1,70,0,1018.2,71,0.0,clear
2016-06-01 05:00:00,20.1,20.1,2.3,4.2,87,0,1018.3,67,0.0,clear
2016-06-01 06:00:00,22.5,22.5,3.0,4.9,88,0,1018.6,59,0.0,clear
2016-06-01 07:00:00,24.4,24.3,2.9,5.1,80,0,1018.6,55,0.0,clear
2016-06-01 08:00:00,25.9,25.8,3.5,5.5,101,0,1018.3,48,0.0,clear
2016-06-01 09:00:00,26.4,26.2,4.3,7.4,96,13,1018.1,44,0.0,partly-cloudy
2016-06-01 10:00:00,26.9,26.8,3.9,7.2,97,63,1018.1,41,0.0,cloudy-with-sunny-intervals
2016-06-01 11:00:00,26.5,26.3,4.4,6.9,112,75,1018.0,41,0.0,cloudy-with-sunny-intervals
2016-06-01 12:00:00,27.0,26.9,3.9,6.6,98,63,1017.9,40,0.0,cloudy-with-sunny-intervals
2016-06-01 13:00:00,28.1,27.5,4.3,7.7,98,25,1017.5,36,0.0,partly-cloudy
2016-06-01 14:00:00,27.9,27.3,4.8,7.0,110,0,1017.1,36,0.0,clear
2016-06-01 15:00:00,28.0,27.4,2.4,4.4,102,25,1016.9,36,0.0,partly-cloudy
2016-06-01 16:00:00,27.3,26.9,4.0,6.7,103,13,1016.8,37,0.0,partly-cloudy
2016-06-01 17:00:00,27.0,26.8,2.5,4.7,83,0,1017.1,39,0.0,clear
2016-06-01 18:00:00,25.8,25.5,1.2,2.6,81,0,1017.1,42,0.0,clear
2016-06-01 19:00:00,23.0,22.7,1.6,3.0,77,13,1017.5,51,0.0,partly-cloudy
2016-06-01 20:00:00,20.8,20.8,1.3,2.6,75,0,1017.8,58,0.0,clear
2016-06-01 21:00:00,19.5,19.5,1.9,3.1,81,0,1017.8,63,0.0,clear
2016-06-01 22:00:00,19.0,19.0,2.5,3.7,100,0,1017.5,63,0.0,clear
2016-06-01 23:00:00,18.2,18.2,1.1,2.4,81,0,1017.7,64,0.0,clear
2016-06-02 00:00:00,16.5,16.5,0.4,2.0,122,0,1017.9,70,0.0,clear
2016-06-02 01:00:00,15.8,15.8,0.1,1.6,126,0,1017.7,74,0.0,clear
2016-06-02 02:00:00,15.1,15.1,0.1,1.3,130,75,1017.6,79,0.0,cloudy-with-sunny-intervals
2016-06-02 03:00:00,16.0,16.0,0.8,2.0,137,75,1017.7,76,0.0,cloudy-with-sunny-intervals
2016-06-02 04:00:00,17.0,17.0,0.1,1.8,123,50,1017.8,78,0.0,variable-cloudiness
2016-06-02 05:00:00,19.4,19.4,1.4,3.2,146,13,1017.8,69,0.0,partly-cloudy
2016-06-02 06:00:00,21.0,21.0,1.1,2.5,146,0,1017.7,64,0.0,clear
